OBJECTID,Id_Jardin,Nombre,Barrio,Tipologia,Area,Zona,Distrito_Municipal,geo_point_2d
1326,99110937,VIEJO PICASSENT CMNO,CAMI REAL,Acompañamiento Viario,957.727485365,SUR,JESUS,"39.44295250395359, -0.3977997590612836"
1336,99110129,NEGRITO PL,SEU,Acompañamiento Viario,44.199778575,SUR,CIUTAT VELLA,"39.47610202976056, -0.3773383088503723"
1340,99110135,TEMPLE PL,XEREA,Jardines,2690.612070945,SUR,CIUTAT VELLA,"39.47637524310859, -0.37031861105889957"
1345,99110204,GERMANIAS G.V,RUSSAFA,Acompañamiento Viario,2478.634565895,SUR,L´EIXAMPLA,"39.464278872511805, -0.3752649246010543"
1354,99110835,TRES FORQUES C - CUENCA C (MEDIANERA),PATRAIX,Acompañamiento Viario,151.139623845,SUR,PATRAIX,"39.46424484507554, -0.38916682813474934"
1362,99110916,INGENIERO JOSE SIRERA C - SAN PIO X C,SANT MARCEL.LI,Jardines,3924.68019021,SUR,JESUS,"39.44623581518394, -0.38885138353665366"
1370,99110721,L'EMIGRANT VALENCIA C - PINTOR STOLZ C,NOU MOLES,Jardines,776.303183855,SUR,OLIVERETA,"39.46919336744449, -0.3975101973359115"
1372,99110323,PLAZA FTE. A ESTACION JOAQUIN SOROLLA . AVE,ARRANCAPINS,Jardines,1178.64851013,SUR,EXTRAMURS,"39.460343335396736, -0.38241554788184484"
1379,99110101,"GUILLEM DE CASTRO, C (ALAMEDITAS DE CERVANTES)",CARME,Jardines,3441.70716675,SUR,CIUTAT VELLA,"39.477024568578756, -0.38375746526516696"
1384,99111032,INSTITUTO OBRERO DE VALENCIA AV,CIUTAT DE LES ARTS I DE LES CIENCIES,Acompañamiento Viario,2698.284228915,SUR,QUATRE CARRERES,"39.45548295739753, -0.3596401392100193"
1386,99111043,PAI MORERAS (II),PUNTA,Jardines,44316.843617445,SUR,QUATRE CARRERES,"39.45289010539133, -0.3369018304145027"
1392,99110107,CARMEN PL,CARME,Jardines,760.15131343,SUR,CIUTAT VELLA,"39.4793798194602, -0.3781809800506387"
1396,99111935,ROTONDA EL SALER (LOS PINARES AV - CANONIGO ALCOVE),SALER,Acompañamiento Viario,48.74276632,SUR,POBLES DEL SUD,"39.38269479424943, -0.33225038440533655"
1406,99110913,HOLANDA PL,CREU COBERTA,Jardines,2423.05177159,SUR,JESUS,"39.44823080884212, -0.3879088034501004"
1410,99110317,SAN FRANCISCO DE BORJA C,ARRANCAPINS,Jardines,1346.84606807,SUR,EXTRAMURS,"39.46620856111161, -0.38572666457154364"
1426,99110911,GASPAR AGUILAR AV,FAVARA,Acompañamiento Viario,284.19712359,SUR,JESUS,"39.449132894156975, -0.3955043774508175"
1436,99110733,REI ALFONS EL BENIGNE PL,FONTSANTA,Jardines,5452.63136725,SUR,OLIVERETA,"39.46395421019248, -0.40707643008763716"
1438,99111926,PORTADORS DE LA VERGE PL,PINEDO,Jardines,816.942310545,SUR,POBLES DEL SUD,"39.42209672232661, -0.3369106353648842"
1451,99111023,ESCULTOR VICTOR HINO PL,MALILLA,Jardines,4011.54633975,SUR,QUATRE CARRERES,"39.45215466262907, -0.3769012908991917"
1454,99111055,ROTONDA MERCAVALENCIA,PUNTA,Acompañamiento Viario,750.076387,SUR,QUATRE CARRERES,"39.43630115178757, -0.3559585608574259"
1456,99111101,ALTA DEL MAR C,NATZARET,Jardines,3945.490758625,SUR,POBLATS MARITIMS,"39.44970483591605, -0.3337406413687708"
1457,99110122,INTENDENTE PINEDA PL,CARME,Jardines,338.491963825,SUR,CIUTAT VELLA,"39.47909611101953, -0.37864973202398094"
1464,99111037,MUSEO FALLERO - (LA PLATA AV - MONTEOLIVETE PL),MONT-OLIVET,Acompañamiento Viario,716.22198755,SUR,QUATRE CARRERES,"39.45897062908494, -0.3588588667165486"
1469,99111934,ROTONDA CASTELLAR (AV RUIZ Y COMES),CASTELLAR-L'OLIVERAL,Acompañamiento Viario,607.56187347,SUR,POBLES DEL SUD,"39.43065402978187, -0.3598172290151008"
1472,99111105,PUENTE DE ASTILLEROS C ( FRENTE PARQUE SINDICAL),NATZARET,Jardines,10553.85093644,SUR,POBLATS MARITIMS,"39.45175354200651, -0.3309007574917265"
1486,99111057,SOLLANA C,NA ROVELLA,Jardines,2498.66936773,SUR,QUATRE CARRERES,"39.453007468852235, -0.3671026632280928"
1491,99110928,PINTOR RAFAEL SOLBES C,CAMI REAL,Acompañamiento Viario,576.79188032,SUR,JESUS,"39.43996010702267, -0.3897601790845937"
1493,99122011,JARDIN DEL TURIA (TRAMO 11),CAUCE DEL TURIA,Parques Urbanos,89899.903385485,TURIA,CAUCE DEL TURIA,"39.466365621081735, -0.36146659479717685"
1510,99111005,AUTOPISTA EL SALER (V-15)),PUNTA,Acompañamiento Viario,33664.10431944,SUR,QUATRE CARRERES,"39.44911949758426, -0.34713873034249004"
1522,99110124,MANISES PL,SEU,Acompañamiento Viario,11.57761416,SUR,CIUTAT VELLA,"39.47686846378108, -0.3763709116822682"
1527,99120611,JARDINES DE MONFORTE,EXPOSICION,Parques Urbanos,11962.37092728,NORTE,PLA DEL REIAL,"39.477503744987914, -0.36488663278361866"
1528,99110919,JULIO VERNE - LOS PEDRONES C,HORT DE SENABRE,Jardines,2647.954290205,SUR,JESUS,"39.45023164626738, -0.3916182887129513"
1533,99111075,AUSIAS MARCH AV- JUAN RAMON JIMENEZ C,MALILLA,Jardines,3231.549617725,SUR,QUATRE CARRERES,"39.45570772053887, -0.3759061922537282"
1539,99110314,PINTOR SEGRELLES PL,ARRANCAPINS,Jardines,1051.149112535,SUR,EXTRAMURS,"39.46398739883494, -0.3856082603521396"
1548,99111918,MAESTRO FRANCISCO SANCHIS HUERTA C,CASTELLAR-L'OLIVERAL,Jardines,730.914328905,SUR,POBLES DEL SUD,"39.4238035719424, -0.36507361015583284"
1549,99111020,EBANISTA CASELLES C,NA ROVELLA,Jardines,439.552361905,SUR,QUATRE CARRERES,"39.45055762146587, -0.3707425046317741"
1550,99111001,ALCALDE REIG C,MONT-OLIVET,Acompañamiento Viario,1892.910460025,SUR,QUATRE CARRERES,"39.46094313864185, -0.3597114399271918"
2130,99101402,Marcelino Giner C,BENIMACLET,Acompañamiento Viario,764.454461745,NORTE,BENIMACLET,"39.48523906619981, -0.3557063542878219"
1569,99111025,GENERAL URRUTIA C - PERIS Y VALERO AV,MONT-OLIVET,Acompañamiento Viario,8966.492656035,SUR,QUATRE CARRERES,"39.45679296612513, -0.36317697281395256"
1592,99110208,MANUEL GRANERO PL,RUSSAFA,Jardines,8093.760482045,SUR,L´EIXAMPLA,"39.45882299216425, -0.37596936370722517"
1593,99110316,RAMON Y CAJAL G.V,ARRANCAPINS,Jardines,9815.0641813,SUR,EXTRAMURS,"39.466832058241614, -0.38249974942553727"
1595,99110831,PUEBLA DE VALVERDE C (ISLETAS),VARA DE QUART,Acompañamiento Viario,452.692085095,SUR,PATRAIX,"39.459851918078584, -0.4019013519430018"
1606,99110803,ARCHIDUQUE CARLOS C - DEL CID AV - CHIVA C,PATRAIX,Acompañamiento Viario,568.50221716,SUR,PATRAIX,"39.465418685708165, -0.39456349331504365"
1611,99111040,ORIENTE C - ESCULTOR JOSE CAPUZ C,MONT-OLIVET,Jardines,281.817193845,SUR,QUATRE CARRERES,"39.45974543101037, -0.36157999996942985"
1618,99110922,MIGUEL CATALA GOMIS (ADVOCAT) PL -  SALVADOR PERLES,SANT MARCEL.LI,Jardines,407.612530245,SUR,JESUS,"39.442627208460515, -0.3893738961778735"
1619,99110743,ORDEN DEL CISTER,SOTERNES,Acompañamiento Viario,230.13513109,SUR,OLIVERETA,"39.47076028709127, -0.40816193664741807"
1621,99111008,BERNAT DESCOLL C - CARRERA MALILLA,MALILLA,Jardines,7850.32623332,SUR,QUATRE CARRERES,"39.45078441599102, -0.37803716482958477"
1624,99110828,GASPAR AGUILAR AV - BEATO NICOLAS FACTOR C - FRANCO TORMO C (PADRE JOFRE),PATRAIX,Jardines,7057.238086865,SUR,PATRAIX,"39.4593079289842, -0.3894058020299908"
1627,99111909,JESUSET DE L'HORT C (EL PALMAR),PALMAR,Jardines,889.401042345,SUR,POBLES DEL SUD,"39.30883509284421, -0.31675611628612865"
1631,99111061,NUEVO HOSPITAL LA FE,MALILLA,Acompañamiento Viario,13925.41822682,SUR,QUATRE CARRERES,"39.443158436349826, -0.3747431280942667"
1633,99110210,PUERTO RICO - CUBA Y ADYACENTES,RUSSAFA,Acompañamiento Viario,1433.93726812,SUR,L´EIXAMPLA,"39.46115530794872, -0.37621937693204377"
1637,99111914,IGLESIA HORNO DE ALCEDO PL,FORN D'ALCEDO,Jardines,684.116315175,SUR,POBLES DEL SUD,"39.4324811657366, -0.3766767479093171"
1649,99110914,"HUERTO SENABRE (SANTIAGO SUAREZ ""SANTI"" PL)",CREU COBERTA,Jardines,4456.808786265,SUR,JESUS,"39.4525529266633, -0.38824720219121733"
1659,99110714,CASTAN TOBEÑAS C - NUEVE DE OCTUBRE C,NOU MOLES,Acompañamiento Viario,4798.369225615,SUR,OLIVERETA,"39.47251485242241, -0.4046673714476918"
1660,99111102,ARAS DE ALPUENTE C,NATZARET,Acompañamiento Viario,120.02690883,SUR,POBLATS MARITIMS,"39.44810838285608, -0.33336131800782765"
1669,99120442,A6,SANT PAU,Parques Urbanos,1549.2035131,NORTE,CAMPANAR,"39.48918703613588, -0.4007315618855828"
1671,99110907,CANONIGO ROGELIO CHILLIDA PL,SANT MARCEL.LI,Jardines,1775.0914103,SUR,JESUS,"39.445393597884134, -0.38990214408695967"
1683,99110127,MUSICO LOPEZ CHAVARRI PL,CARME,Acompañamiento Viario,210.37482314,SUR,CIUTAT VELLA,"39.476704110824805, -0.38076864367724583"
1700,99120431,CAMP DE TURIA,BENIFERRI,Acompañamiento Viario,10227.402375165,NORTE,POBLATS DE L`OEST,"39.49380063015575, -0.404437556289007"
1708,99110701,ALCACER C,SOTERNES,Acompañamiento Viario,2687.275105095,SUR,OLIVERETA,"39.47119910627551, -0.4087228513079843"
1709,99122014,JARDIN DEL TURIA (TRAMO 14),CAUCE DEL TURIA,Parques Urbanos,191586.541989035,TURIA,CAUCE DEL TURIA,"39.456710316675384, -0.3520637070809424"
1710,99120430,LA SAFOR,CAMPANAR,Acompañamiento Viario,814.811505045,NORTE,CAMPANAR,"39.490193131418124, -0.39947896125337673"
1714,99111002,ANTONIO SACRAMENTO (ESCULPTOR) C,CIUTAT DE LES ARTS I DE LES CIENCIES,Jardines,1153.10189721,SUR,QUATRE CARRERES,"39.45370394550379, -0.3601493756114729"
1719,99110144,HIEDRA C,MERCAT,Jardines,419.57915481,SUR,CIUTAT VELLA,"39.472298726056636, -0.3786187941002276"
1725,99111941,SOCIOPOLIS,FAITANAR,Acompañamiento Viario,132784.88902587,SUR,POBLES DEL SUD,"39.4333522340688, -0.3960737206222848"
1742,99110904,ARZOBISPO OLAECHEA C,SANT MARCEL.LI,Acompañamiento Viario,995.466193845,SUR,JESUS,"39.443642625511956, -0.39031038839526516"
1743,99110811,CUENCA C - RAMON DE CASTRO C,PATRAIX,Jardines,816.93464793,SUR,PATRAIX,"39.46348720964758, -0.3892655460703418"
1944,99101136,Río Tajo C (Hospital del Mar),LA MALVA-ROSA,Jardines,1795.424213775,NORTE,POBLATS MARITIMS,"39.476215005774264, -0.3308476451041631"
1746,99110325,ROJAS CLEMENTE PL.,BOTANIC,Jardines,980.266109175,SUR,EXTRAMURS,"39.472974253323414, -0.3850603151490289"
1747,99110734,ROMA PL,NOU MOLES,Jardines,2221.080452835,SUR,OLIVERETA,"39.471186317880075, -0.3987312175609234"
1752,99111111,"JUAN GIL ALBERT , ESCRIPTOR C (ZAL II)",PUNTA,Jardines,2074.51233,SUR,QUATRE CARRERES,"39.44334822649954, -0.3386367743523106"
1754,99111013,CARRERA MALILLA - INGENIERO JOAQUIN BENLLCH C,MALILLA,Jardines,1471.209912085,SUR,QUATRE CARRERES,"39.454917835383206, -0.37785814748096075"
1780,99110203,FILIPINAS C,RUSSAFA,Bulevar,8636.180314145,SUR,L´EIXAMPLA,"39.45911355037016, -0.37739605673896337"
1786,99111911,GAVIOTAS AV Y ADYACENTES,PERELLONET,Acompañamiento Viario,6233.901110325,SUR,POBLES DEL SUD,"39.29616389682317, -0.2876211061499233"
1787,99111938,VIVIENDAS UNIFAMILIARES EL SALER (LOS PINARES AV-HIS),SALER,Acompañamiento Viario,1147.276077925,SUR,POBLES DEL SUD,"39.383935605457175, -0.3328327198171647"
1793,99110128,NAPOLES Y SICILIA PL,XEREA,Jardines,1543.927548315,SUR,CIUTAT VELLA,"39.47553123385184, -0.3728505860239427"
1801,99110305,MAESTRO SOSA C,ARRANCAPINS,Jardines,2747.49227556,SUR,EXTRAMURS,"39.46118739019389, -0.38412906915148565"
1804,99110938,CIUDAD DEL APRENDIZ - ALCALDE DE CHIVERT,CAMI REAL,Acompañamiento Viario,1484.132673,SUR,JESUS,"39.44090816160437, -0.39039238179975116"
1806,99110931,ROIG DE CORELLA C,ROIG DE CORELLA,Acompañamiento Viario,401.84216952,SUR,JESUS,"39.46014169313434, -0.3831478003733632"
1828,99110120,GUILLEM DE CASTRO C (IGLESIA DE SAN AGUSTIN),SANT FRANCESC,Jardines,862.400957545,SUR,CIUTAT VELLA,"39.46872398581538, -0.38037735239673903"
1830,99110313,PEREZ GALDOS AV.,ARRANCAPINS,Acompañamiento Viario,2052.966491345,SUR,EXTRAMURS,"39.46609920615948, -0.3893453987872901"
1833,99110141,HISTORIADOR CHABAS,SEU,Acompañamiento Viario,9.00183316,SUR,CIUTAT VELLA,"39.47746466154583, -0.37439015694699745"
1848,99110923,MILLARES C,LA RAIOSA,Acompañamiento Viario,298.37669673,SUR,JESUS,"39.45557986569281, -0.3822922202525628"
1868,99111030,HUERTO DE SAN VALERO PL,NA ROVELLA,Jardines,7218.54461636,SUR,QUATRE CARRERES,"39.45751476859912, -0.359528685788636"
1879,99110829,PATRAIX P.A.I,PATRAIX,Jardines,94053.11333002,SUR,PATRAIX,"39.45692152021768, -0.39827938927742124"
1883,99110715,CID AV,SOTERNES,Acompañamiento Viario,35244.907042865,SUR,OLIVERETA,"39.46939935806114, -0.40865591391437683"
1886,99110820,SAN ISIDRO C,SANT ISIDRE,Jardines,3041.492972465,SUR,PATRAIX,"39.452947111630365, -0.4068734439864736"
1894,99111010,BOMBERO RAMON DUART C,NA ROVELLA,Jardines,2266.311994785,SUR,QUATRE CARRERES,"39.454690089459746, -0.36685161395126836"
1905,99110143,TAVERNES DE VALLDIGNA PL,CARME,Jardines,95.995768285,SUR,CIUTAT VELLA,"39.47761145847678, -0.38037818229554854"
1928,99101323,Daoíz y Velarde Pl,L'AMISTAT,Jardines,2335.81123062,NORTE,ALGIROS,"39.47354862011498, -0.34927273443954093"
1930,99101610,Burjasot Av (Núm 301),CIUTAT FALLERA,Acompañamiento Viario,241.873834575,NORTE,BENICALAP,"39.49824001116759, -0.3997624760231816"
1932,99100422,Vicente Ríos Enrique (Mestre Artesá Fonedor del Segle XIX) Pl,SANT PAU,Acompañamiento Viario,121.12130479,NORTE,CAMPANAR,"39.47747019789978, -0.4013664568104736"
1933,99101645,Francisco Barrachina C - General Avilés Av,BENICALAP,Jardines,3763.388547805,NORTE,BENICALAP,"39.486299153256645, -0.3942430877075919"
1939,99101335,Actor Enrique Rambal Pl,CIUTAT JARDI,Jardines,3517.004024135,NORTE,ALGIROS,"39.47306197211879, -0.3415182329588689"
1940,99101345,Fray Luis Colomer Pl,LA CARRASCA,Parques Urbanos,936.42502726,NORTE,ALGIROS,"39.47890397010423, -0.35310968219998456"
1941,99100417,Valle de la Ballestera C - Ciudad De Bolonia C,CAMPANAR,Acompañamiento Viario,367.36784751,NORTE,CAMPANAR,"39.48089428415343, -0.39399485533933665"
2080,99100530,Doctor MachÍ C,MARXALENES,Jardines,2036.63547096,NORTE,SAIDIA,"39.48625075992221, -0.38507131764225566"
1947,99100441,Luis Buñuel (Director de Cine) C,SANT PAU,Jardines,3199.203927785,NORTE,CAMPANAR,"39.48232087554597, -0.4027553157547948"
1948,99101304,L'Alguer C - Isla Perdida,L'ILLA PERDUDA,Jardines,6201.225189775,NORTE,ALGIROS,"39.47095682642063, -0.34096131743329805"
1949,99101226,Maestro Valls C - Santos Justo y Pastor Av,AIORA,Jardines,1424.39560035,NORTE,CAMINS AL GRAU,"39.46705318555816, -0.34004767104879474"
1956,99100442,Alfons Verdeguer C (Aparcamiento Subterráneo),TENDETES,Jardines,2909.990137895,NORTE,CAMPANAR,"39.48547276914881, -0.3896106768999065"
1957,99100401,Puente Ademuz,CAMPANAR,Acompañamiento Viario,533.959061295,NORTE,CAMPANAR,"39.47811068794325, -0.39059714281789487"
1958,99101318,Blasco Ibáñez Av (IV),BETERO,Bulevar,21780.711294135,NORTE,POBLATS MARITIMS,"39.471660669112744, -0.34003653329907285"
1963,99100525,Abejuela  C - Rafael Comenge C - Retama C (Medianas),TRINITAT,Acompañamiento Viario,189.2382602,NORTE,SAIDIA,"39.48250105609706, -0.3694294365737204"
1966,99101109,Virgen del Castillo Pl,CABANYAL-CANYAMELAR,Jardines,1216.18649102,NORTE,POBLATS MARITIMS,"39.46662116056824, -0.326857173762653"
1967,99100524,Reus C,MARXALENES,Acompañamiento Viario,3136.831443835,NORTE,SAIDIA,"39.48560172655041, -0.38178433913580856"
1971,99101606,Poeta Serrano Clavero C,BENICALAP,Jardines,850.993517315,NORTE,BENICALAP,"39.4920133751521, -0.38920514028915193"
1972,99100510,Hermanos Fabrilo C - Profesor Tierno Galvan Pl,SANT ANTONI,Jardines,3239.41035775,NORTE,SAIDIA,"39.488790115729124, -0.3711881653872701"
1973,99100424,Esperantista Hdez. Lahuerta C,EL CALVARI,Acompañamiento Viario,125.659978665,NORTE,CAMPANAR,"39.48707624507276, -0.3924421162481371"
1979,99100624,Valencia Club de Fútbol Pl,MESTALLA,Jardines,693.256286955,NORTE,PLA DEL REIAL,"39.47444050942046, -0.35976494918717233"
1983,99101110,Cronista Francisco Momblanch Pl,LA MALVA-ROSA,Jardines,1814.451367035,NORTE,POBLATS MARITIMS,"39.47719170068607, -0.32741337785387087"
1984,99100635,Palancia C - Rubén Dario C,CIUTAT UNIVERSITARIA,Jardines,3004.992501395,NORTE,PLA DEL REIAL,"39.47793191459279, -0.3532783893668172"
1986,99101535,Constitución Av - Alcudia de Crespins,TORREFIEL,Parques Urbanos,1053.75718536,NORTE,RASCANYA,"39.49346122350076, -0.37347251156572864"
1988,99101313,Yecla C y Adyacentes (Barrio Amistad),L'AMISTAT,Acompañamiento Viario,5804.71409171,NORTE,ALGIROS,"39.472636974524654, -0.3503408858402078"
1989,99101222,Rodríguez de Cepeda C - Doctor Manuel Candela C,ALBORS,Jardines,1401.939920195,NORTE,CAMINS AL GRAU,"39.46769417910078, -0.3508652075754775"
1993,99101220,Santa Apolonia Pl,LA CREU DEL GRAU,Jardines,5020.76280171,NORTE,CAMINS AL GRAU,"39.46376316727401, -0.3484316285242313"
1994,99101602,Carmelo Roda C - Carlos Cortina C,CIUTAT FALLERA,Acompañamiento Viario,999.62197114,NORTE,BENICALAP,"39.499578859187096, -0.39092034056336467"
1996,99101819,Silla C - Esperanza C,BENIMAMET,Acompañamiento Viario,1947.87100401,NORTE,POBLATS DE L`OEST,"39.499659360963335, -0.4199046491537451"
1997,99101623,Alcalde Gurrea C,BENICALAP,Jardines,2104.578436535,NORTE,BENICALAP,"39.49390515893896, -0.3890103662233203"
2001,99100523,Burjasot Av - Padre Ferris C,MARXALENES,Acompañamiento Viario,713.19515374,NORTE,SAIDIA,"39.48594227436476, -0.3865879834252255"
2004,99101712,Agrupación Musical Massarrojos C - Castell de la Creu C,MASSARROJOS,Jardines,13645.23498101,NORTE,POBLATS DEL NORD,"39.545080400023274, -0.4128187170254758"
2005,99100623,Atleta José Andrés (El Roget) Pl,MESTALLA,Jardines,1179.36167546,NORTE,PLA DEL REIAL,"39.46840210861723, -0.3588798669749579"
2007,99101152,Camí Fondo Grao,EL GRAU,Jardines,5553.60250098,NORTE,POBLATS MARITIMS,"39.458180755270845, -0.3386387256612971"
2012,99101703,Poble Pl (Carpesa),CARPESA,Jardines,185.111705755,NORTE,POBLATS DEL NORD,"39.51703301598883, -0.3781326886982185"
2016,99101347,V-21 - Cataluña Av (Enlace),LA CARRASCA,Acompañamiento Viario,10553.54468221,NORTE,ALGIROS,"39.48073550657818, -0.3518542992959209"
2017,99100421,Papa Juan Pablo II Pl,CAMPANAR,Jardines,1814.88237261,NORTE,CAMPANAR,"39.48018820646214, -0.39404366365323207"
2024,99101714,Del Calvario Cmno (Carpesa),CARPESA,Jardines,1366.175381265,NORTE,POBLATS DEL NORD,"39.519002619505905, -0.37817001284462914"
2025,99101625,Alquerías de Bellver C - Cuartell C,BENICALAP,Jardines,1446.89931141,NORTE,BENICALAP,"39.49491208027398, -0.3983686300771295"
2026,99101812,Santiago Calatrava (Arquitecte) C - Andilla C,BENIMAMET,Acompañamiento Viario,2408.716315,NORTE,POBLATS DE L`OEST,"39.50245273921883, -0.4242879099439695"
2034,99101415,Diógenes López Mechó (Metge) C (Espai Vert),CAMI DE VERA,Jardines,7583.786508975,NORTE,BENIMACLET,"39.483375028319, -0.3533859552916467"
2035,99101613,Amics del Corpus C,BENICALAP,Acompañamiento Viario,429.384672315,NORTE,BENICALAP,"39.48836468502633, -0.39534617137955785"
2042,99101811,Serra Pl,BENIMAMET,Acompañamiento Viario,239.67049808,NORTE,POBLATS DE L`OEST,"39.50243404897125, -0.4227494561107078"
2045,99100407,Joaquin Ballester C y Adyacentes,TENDETES,Acompañamiento Viario,2375.169737225,NORTE,CAMPANAR,"39.48334323788079, -0.38890191329664303"
2048,99101502,San Vicente de Paul C,ELS ORRIOLS,Bulevar,1433.646635735,NORTE,RASCANYA,"39.491228120095755, -0.3699183237876298"
2051,99101235,Jerónimo de Monsoriu C (Estación Metro),AIORA,Jardines,2647.428287045,NORTE,CAMINS AL GRAU,"39.46483901528276, -0.33777395155643297"
2053,99101148,Camí del Cabanyal C - Jose Mª Haro C,BETERO,Jardines,2449.511645155,NORTE,POBLATS MARITIMS,"39.473182512638445, -0.33656591035504324"
2055,99100402,Conchita Piquer C,EL CALVARI,Acompañamiento Viario,360.54523115,NORTE,CAMPANAR,"39.486767373064474, -0.3915264432533724"
2056,99100609,Jaime Roig C - Menéndez y Pelayo Av,JAUME ROIG,Acompañamiento Viario,34.70057854,NORTE,PLA DEL REIAL,"39.48047818513193, -0.36431488932395323"
2058,99100443,Cementerio Campanar Cmno - Arturo Ballester C,SANT PAU,Acompañamiento Viario,2231.180477335,NORTE,CAMPANAR,"39.48404455710369, -0.40472793359202563"
2065,99101320,Serpis C (I),CIUTAT JARDI,Acompañamiento Viario,1311.447201335,NORTE,ALGIROS,"39.47510349063557, -0.34586966453932333"
2066,99100439,Grup Parpalló Pl,SANT PAU,Jardines,5056.571537285,NORTE,CAMPANAR,"39.476556596954815, -0.4003278065195391"
2076,99101140,Libertador Simón Bolívar Pl,LA MALVA-ROSA,Jardines,1757.336707535,NORTE,POBLATS MARITIMS,"39.47820279482076, -0.32739757781359546"
2077,99101246,Pere II El Ceremonios C - Municipi de la Roda C (Gas Lebón),LA CREU DEL GRAU,Jardines,9043.23795882,NORTE,CAMINS AL GRAU,"39.46263710091061, -0.3489825709485229"
2078,99101241,Francia Av,PENYA-ROJA,Acompañamiento Viario,9800.536866055,NORTE,CAMINS AL GRAU,"39.459167493858054, -0.3469484787430976"
2085,99100446,Catadau C y Adyacentes,CAMPANAR,Jardines,1793.42326564,NORTE,CAMPANAR,"39.47800693782621, -0.39674277866806373"
2087,99100416,Valdelinares C,CAMPANAR,Jardines,1735.837913285,NORTE,CAMPANAR,"39.48150098391346, -0.39371324987374695"
2088,99101143,Botànic Robillard Pl,LA MALVA-ROSA,Jardines,2176.304602915,NORTE,POBLATS MARITIMS,"39.482561560825005, -0.32838952345587546"
2091,99101510,Obispo Laguarda Pl,TORREFIEL,Jardines,2675.409887075,NORTE,RASCANYA,"39.49441077158011, -0.37898790417188033"
2092,99101637,Río Bidasoa C,BENICALAP,Acompañamiento Viario,1881.60167906,NORTE,BENICALAP,"39.497166105640225, -0.38307269810361316"
2095,99101108,Calabuig Pl,CABANYAL-CANYAMELAR,Jardines,438.635028075,NORTE,POBLATS MARITIMS,"39.46399184903813, -0.3321968029518689"
2100,99100630,Chile C - Ernesto Ferrer C,MESTALLA,Acompañamiento Viario,2896.703283485,NORTE,PLA DEL REIAL,"39.47067157008897, -0.3567725563470978"
2105,99100409,Padre Ferris C,TENDETES,Acompañamiento Viario,1419.957004925,NORTE,CAMPANAR,"39.483582525065124, -0.38541974044206784"
2107,99101723,Massamagrell C - Losa del Obispo C,BENIFARAIG,Jardines,1137.60802903,NORTE,POBLATS DEL NORD,"39.52867311011648, -0.38470718838647927"
2108,99100411,General Avilés Av - Maestro Rodrigo (Músico) Av,CAMPANAR,Acompañamiento Viario,8557.02653243,NORTE,CAMPANAR,"39.48284612157867, -0.40121387885658544"
2111,99100617,Aragón Av (II) (Estación Metro),MESTALLA,Acompañamiento Viario,6873.414021545,NORTE,PLA DEL REIAL,"39.471260933469004, -0.3580823961030973"
2114,99101411,Río Duero Pl,BENIMACLET,Jardines,945.673278615,NORTE,BENIMACLET,"39.48244484444968, -0.3601908494801226"
2119,99101630,San José de Pignatelli C y Adyacentes,BENICALAP,Acompañamiento Viario,1338.475409305,NORTE,BENICALAP,"39.49383834486188, -0.384919500601137"
2120,99100425,Diputat Lluis Lucía Pl,CAMPANAR,Bulevar,5473.77139385,NORTE,CAMPANAR,"39.47949309103973, -0.39550414599215583"
2122,99100449,Maestro Rodrigo (Músico) Av,SANT PAU,Bulevar,13286.0577592,NORTE,CAMPANAR,"39.48973339388489, -0.40654628715325164"
2126,99101232,Pintor Maella C y Adyacentes,PENYA-ROJA,Jardines,16938.606489765,NORTE,CAMINS AL GRAU,"39.4601934001203, -0.3482033109704701"
2132,99101116,Rio Tajo C - Cavite C,LA MALVA-ROSA,Acompañamiento Viario,742.34986483,NORTE,POBLATS MARITIMS,"39.4766584939311, -0.3274748074876398"
2133,99101301,Xúquer Pl,LA VEGA BAIXA,Jardines,3221.240602155,NORTE,ALGIROS,"39.476169859929556, -0.35045052681931715"
2138,99101240,Asensio Magraner Pérez (Músic) Pl,AIORA,Jardines,2758.15983421,NORTE,CAMINS AL GRAU,"39.465052452992126, -0.3407141530260915"
2140,99100453,Pío Baroja (Escriptor) Av (Alquería de Benlloch),SANT PAU,Acompañamiento Viario,2147.02958067,NORTE,CAMPANAR,"39.478753947783105, -0.4061655827761334"
2142,99101416,Capitanes Galán y García Hdez. Pl,CAMI DE VERA,Jardines,2008.82067638,NORTE,BENIMACLET,"39.49217633073454, -0.35775677825687563"
2148,99100435,Pablo Picasso Pl y Adyacentes,CAMPANAR,Jardines,4060.12913732,NORTE,CAMPANAR,"39.47684987146044, -0.39852490698111015"
2149,99100419,Valle de la Ballestera C (Núm 32),CAMPANAR,Jardines,791.77170762,NORTE,CAMPANAR,"39.4797621027587, -0.39754523043355405"
2151,99101519,Viver C - Vinaroz C (Alquería Purísima),SANT LLORENS,Acompañamiento Viario,3401.356481895,NORTE,RASCANYA,"39.489301158151484, -0.3629492775087699"
2153,99101620,San José Artesano Av - Salvador Cerveró C,CIUTAT FALLERA,Acompañamiento Viario,1125.415410665,NORTE,BENICALAP,"39.49706722426393, -0.3938795351913457"
2154,99101601,Salvador Rubio C,CIUTAT FALLERA,Acompañamiento Viario,452.28656903,NORTE,BENICALAP,"39.49875130758751, -0.3942141717523005"
